Bavarian dialect,German,Meaning,Factual similarity,Grammar differs?,Reasons?
Des is a Listn vo de Local Government Areas in South Australia in Australien.,"Der australische Bundesstaat South Australia ist unterteilt in 68 lokale Verwaltungsgebiete, die Local Government Areas (LGA).",2.0,,False,
Da Sitz vo da Vawoitung is Wampsville.,Der Verwaltungssitz (County Seat) ist Wampsville.,4.0,The dialect sentence misses details,False,
"Es gibt de Gemarkunga Bischbrunn, Bischbrunner Forst, Fürstlich Löwensteinscher Park und Oberndorf.","Es gibt die Gemarkungen Bischbrunn, Bischbrunner Forst, Fürstl.",4.0,The dialect sentence adds details,False,
Da Morsbach is a linka Zuafluss vom Bessenbach im Landkroas Aschaffenburg im bayerischn Spessart.,Der Morsbach ist ein linker Zufluss des Bessenbaches im Landkreis Aschaffenburg im bayerischen Spessart.,5.0,,False,
Sargmühle is a Ortstei vo da Stod Hirschau im Landkroas Amberg-Suizboch in da Obapfoiz in Bayern.,Sargmühle ist ein Ortsteil der Stadt Hirschau im Landkreis Amberg-Sulzbach in der Oberpfalz in Bayern.,5.0,,False,
"Effizienz moant owa dageng de Wiatschoftlichkeit, as Vahäitnis vo Eagebnis und Afwand, vo Kostn und Nutzn.","Als Synonyme für die Effizienz tauchen Leistungsfähigkeit, Produktivität, Wirtschaftlichkeit oder Ergiebigkeit auf.",3.0,Different details,False,
Da Asteroid (3936) Elst is iahm z Eahn bnennd worn.,Der Asteroid (3936) Elst ist ihm zu Ehren benannt worden.,5.0,,False,
"Da Beziak hod a Fläche vo 4.258 Quadratkilometa, dovo san 1.064 Quadratkilometa Wossafläche.","Es hat eine Fläche von 4.258 Quadratkilometern, wovon 1.064 Quadratkilometer Wasserflächen sind.",4.0,The dialect sentence adds details,False,
"Sidli vo Bärnwinkel mindt da Eschenbach, a rechta Zuafluss vo da Creußen, in diesejbe.",Knapp südlich von Bärnwinkel mündet der Eschenbach von rechts in die Creußen.,,,False,idk diesejbe
Bis zua Gebietsreform in Bayern (1. Jenna 1972) hod da Ort zua ehemois sejbstständign Gmoa Aichau gheat.,Im Zuge der Gebietsreform wurde Heilbronn am 1. Januar 1972 nach Feuchtwangen eingemeindet.,3.0,,True,meaning 2 or 3
"Da Noma Kallmuth geht aufs Lateinische """"‚ kahler Beag‘ zruck.",Der Name Kallmuth geht auf das lateinische zurück.,,,False,
"1799 hods 23 Haushoite gem, vo dena 21 am Kameralamt Ansbach und zwoa ondan Grundherrn untatan woarn.","In Alberndorf und Steinbach gab es insgesamt 23 Untertansfamilien, von denen 21 ansbachisch waren.",3.0,Different details,True,
Da Willie Dixon hod de Entwicklung vom Chicago-Blues in de 50a und 60a Joar entscheidend mitpregt. entscheidend geprägt.,Dixon hat die Entwicklung des Chicago-Blues in den 1950er und 1960er Jahren entscheidend geprägt.,,,False,idk if dialect is a syntactic sentence
"Hammerschmiede (umgongssprochli: ""Haməɹschmidn"") is a Ortstei vo da kroasfreien Stod Ansbach, Middlfrankn, Bayern.","Hammerschmiede (umgangssprachlich: „Haməschmidn“) ist ein Gemeindeteil der kreisfreien Stadt Ansbach (Mittelfranken, Bayern).",4.0,,False,different words
Elbart is a Ortstei vom Moakt Freihung im Landkroas Amberg-Suizboch in da Obapfoiz in Bayern.,Elbart ist ein Ortsteil des Marktes Freihung im Landkreis Amberg-Sulzbach in der Oberpfalz in Bayern.,5.0,,False,
Waag woar bis 1811 a sejbstständiga Ort im heitign Landkroas Aschaffenburg im bayerischn Spessart.,Waag war bis 1811 ein selbstständiger Ort im heutigen Landkreis Aschaffenburg im bayerischen Spessart.,5.0,,False,
Da Weg is auf Wegweisa oda Markierunga ois „Dorsale“ oda ois Numma „1“ kennzeichnt.,Der Weg ist auf Wegweisern oder Markierungen als „Dorsale“ oder als Nummer „1“ gekennzeichnet.,5.0,,False,
"1804 hods im Ort ocht Haushoite gem, de olle am Oberamt Ansbach untatan woarn.",Laut dem 16-Punkte-Bericht des Oberamtes Ansbach von 1684 bildete Höfen mit Wüstenbruck eine Realgemeinde.,2.0,,False,
Da Sonderhamer Weiher is a kinstlicha See bei Sonderham im obabayerischn Landkroas Bad Däiz-Woifradshausn.,Der Sonderhamer Weiher ist ein künstlicher See bei Sonderham im oberbayerischen Landkreis Bad Tölz-Wolfratshausen.,5.0,,False,
Guaymas is donk seina Log a beliabter Ferienort.,Guaymas ist dank seiner Lage ein beliebter Ferienort.,5.0,,False,
"Im weidan Valaff beriahd se de Orte: Eschau, Sommerau, Hobbach, Heimbuchenthal, Mespelbrunn und Hessenthal.","Im weiteren Verlauf berührt sie die Orte Eschau, Sommerau, Hobbach, Heimbuchenthal, Mespelbrunn und Hessenthal.",5.0,,False,
Hvidebæk Kommune woa bis Dezemba 2006 a dänische Kommune im domoling Vestsjællands Amt im Westn vo da Insl Seeland.,Hvidebæk Kommune war bis Dezember 2006 eine dänische Kommune im damaligen Vestsjællands Amt im Westen der Insel Seeland.,5.0,,False,
"in persona Christi is a Fochbegriff aus da obndländischn Sakramentntheologie und hoaßt so vui wia: ""on da Stej Christi"".","In persona Christi ist ein Fachbegriff aus der abendländischen Sakramententheologie und heißt so viel wie: ""an der Stelle Christi"".",5.0,,False,
"Des Doaf liegt am Weihergrobn, der mid ondan Bächn zu oam rechtn Zuafluss vo da Altmühl zammfliaßt.","Das Dorf liegt am Weihergraben, der mit anderen Bächen zu einem rechten Zufluss der Altmühl zusammenfließt.",5.0,,False,
Boane is a Stod in Mosambik und Haptstod van gleinaming Distrikt Boane in da Provinz Maputo.,Boane ist eine Stadt in Mosambik und Hauptstadt des gleichnamigen Distrikts Boane in der Provinz Maputo.,5.0,,False,
"Da Buagamoasta Gmoa Wolfsegg, ""Wolfgang Pirzer"", is easchta Stejvatreta.","Der Bürgermeister der Gemeinde Wolfsegg, ""Roland Frank"", ist erster Stellvertreter.",4.0,Major factual inconsistency,False,
Putzenstein is a Ortstei vom Moakt Thurnau im Landkroas Kulmbach.,"Putzenstein (umgangssprachlich: ""budschnschdāⁿ"") ist ein Gemeindeteil des Marktes Thurnau im Landkreis Kulmbach (Oberfranken, Bayern).",4.0,The dialect sentence misses details,False,
De Hoibinsl buidd'n Noadn vo da Hoibinsl Eeriksaare poolsaar.,Die Halbinsel bildet den Norden der Halbinsel Eeriksaare poolsaar.,5.0,,False,
"Duachn Forst Hain im Spessart valaffa de B , de Stootsstroß 2317, und de Kreisstroß AB 5.","Durch den Forst Hain im Spessart verlaufen die Bundesstraße 26, die Staatsstraße 2317 und die Kreisstraße AB 5.",,,False,
"Da Kanton Nogent-le-Roi woa 199,94 km² groß und hod im Joar 1999 15.960 Eihwohna ghod.","Der Kanton Nogent-le-Roi war 199,94 km² groß und hatte im Jahr 1999 15.960 Einwohner.",5.0,,True,
Da Weiler befindt se oan Kilometa sidli vo Degerndorf.,Der Weiler befindet sich einen Kilometer südlich von Degerndorf auf der gleichnamigen Gemarkung.,4.0,The dialect sentence misses details,False,
Haslach is a Ortstei vom Moakt Dürrwangen im Landkroas Ansbach in Middlfrankn.,"Haslach ist ein Gemeindeteil des Marktes Dürrwangen im Landkreis Ansbach (Mittelfranken, Bayern).",4.0,The dialect sentence misses details,False,different words
Des Val Veny begrenzt de estliche Mont-Blanc-Gruppn noch Sidn.,Das Val Veny begrenzt die östliche Mont-Blanc-Gruppe nach Süden.,5.0,,False,
Ryedale is a District in da Grofschoft North Yorkshire in England.,Ryedale ist ein District in der Grafschaft North Yorkshire in England.,5.0,,False,
Duat is de Kunstflugstaffe Frecce Tricolori behoamat.,Dort ist die Kunstflugstaffel Frecce Tricolori beheimatet.,5.0,,False,
"Da Rohrbach duachfliaßt des gleichnomige Doaf, an seim Lauf liegt weita dee Wolfsmühle bei Hundsdorf.","Der Rohrbach durchfließt das gleichnamige Dorf, an seinem Lauf liegt weiter die Wolfsmühle bei Hundsdorf.",5.0,,False,
Des Gebiet um Sainbach woar scho ums Joar 1000 bsiedlt.,Das Gebiet um Sainbach war schon um das Jahr 1000 besiedelt.,5.0,,False,
"Da Beziak hod a Fläche vo 4.682 Quadratkilometa, dovo sab 226 Quadratkilometa Wossafläche.","Das County hat eine Fläche von 4.682 Quadratkilometern, wovon 234 Quadratkilometer Wasserfläche sind.",4.0,Major factual inconsistency,False,synonym used
Se is identisch mid'm gleinaming Ort.,Sie ist identisch mit dem gleichnamigen Ort.,5.0,,False,
"MidnightBSD is a Betriebssystem aas d Gruppn d Unix-Derivate, des unta da BSD-Lizenz frei vafigbar is.",MidnightBSD ist ein von FreeBSD abgeleitetes freies Betriebssystem aus der Familie der Unix-ähnlichen.,3.0,Different details,False,
"1800 hods im Ort ejf Haushoite gem, de olle am Ansbachischn Oberamt Feuchtwangen untatan woarn.",Forndorf lag im Fraischbezirk des ansbachischen Oberamtes Feuchtwangen.,2.0,,True,
1121 werd Wessiszell easchtmois urkundli eawähnt.,1121 wird Wessiszell erstmals urkundlich erwähnt.,5.0,,False,
1836 hod a mit seim Bruada Franz Steigerwald de Glasfabrik Theräsienthoi im Boarischn Woid afbaut.,1836 begann er mit seinem Bruder Franz Steigerwald den Bau der Glasfabrik Theresienthal im Bayerischen Wald.,4.0,The dialect sentence misses details,True,
Im Zug vo da Gebietsreform in Bayern is diese am 1. Jenna 1972 noch Geslau eihgmoant worn.,Am 1. Januar 1972 wurde Stettberg im Zuge der Gebietsreform nach Geslau eingemeindet.,4.0,Different details,True,
De Bezeichnung beziagt se af de noadwestliche Sawusee und de zua Bandasee gheandn Stroß vo Ombai und Stroß vo Wetar.,Die Bezeichnung bezieht sich auf die nordwestliche Sawusee und die zur Bandasee gehörenden Straße von Ombai und Straße von Wetar.,5.0,,False,
De Valeihung vom Gmoawoppn is mid Wiakung van 1. Oktoba 2003 eafoigd.,Die Verleihung des Gemeindewappens erfolgte mit Wirkung vom 1. Oktober 2003.,5.0,,True,
"Colera is a Gstodort on da Costa Brava in Katalonien, Spanien.","Colera ist ein Küstenort an der Costa Brava in Katalonien, Spanien.",5.0,,False,
Da Gave de Pau begrenzd de Gmoa im Sidn.,Der Gave de Pau begrenzt die Gemeinde im Süden.,5.0,,False,
Da Weiler Neutras liegt uma 36 Kilometa nordöstli vo Niamberg und 3 Kilometa nordwestli vo Etzelwang.,Der Weiler liegt etwa 36 Kilometer nordöstlich von Nürnberg und drei Kilometer nordwestlich von Etzelwang.,5.0,,False,
"Monok liegd im Noadn vo Ungarn, 40 Kilometa vom Komitatssiez Miskolc entfeand.","Monok liegt in Nordungarn, 29 Kilometer nordöstlich des Komitatssitzes Miskolc und 7 Kilometer nordwestlich der Kreisstadt Szerencs.",3.0,Major factual inconsistency,False,
Des p7zip-Projekt buit aa a Java-Vasion (J7Zip) und a Java-Portierung des LZMA-Decoders des LZMA SDK.,Das p7zip-Projekt bietet auch eine Java-Version (J7Zip) und eine Java-Portierung des LZMA-Decoders des LZMA SDK.,5.0,,False,
"Da Phillip ""Phil"" LaMarr (* 24. Jahr 1967 z Los Angeles, California) ist a amerikanischa Komika und Schauspuia.","Phillip „Phil“ LaMarr (* 24. Januar 1967 in Los Angeles, Kalifornien) ist ein US-amerikanischer Schauspieler und Komiker.",5.0,,False,synonym used
Nochm Kriag wor a Reporter beim Stern.,"Nach dem Krieg war Uecker zunächst als Lektor in einem großen Verlag, anschließend als Reporter beim ""Stern"" tätig.",3.0,The dialect sentence misses details,False,
Cauville-sur-Mer liegd uma ejf Kilometa noadnoadestli vonLe Havre om Ärmlkanoi.,Cauville-sur-Mer liegt etwa elf Kilometer nordnordöstlich von Le Havre am Ärmelkanal.,5.0,,False,
Cuttiwanc woar a Ortstei vo da obaschwäbischn Gmoa Stetten.,Cuttiwanc war ein Ort im Gebiet der heutigen oberschwäbischen Gemeinde Stetten.,4.0,The dialect sentence misses details,False,
Des Gebiet Losby is heit teiweis a Goifplotz.,Das Gebiet Losby ist heute teilweise ein Golfplatz.,5.0,,False,
"Seit iahra Eihgmoanung 2010 is se vawoitungsmäßig a Tei vo da Stod Loviisa, wejche seit 2011 za Landschoft Uusimaa ghead.","Seit ihrer Eingemeindung 2010 ist sie verwaltungsmäßig ein Teil der Stadt Loviisa, welche seit 2011 zur Landschaft Uusimaa gehört.",5.0,,False,
Kirchhalling is a Ortstei vo da Gmoa Wonneberg im obabayerischn Landkroas Traunstoa.,Kirchhalling ist ein Gemeindeteil der Gemeinde Wonneberg im oberbayerischen Landkreis Traunstein.,4.0,,False,different words
"Weahnd da Zeid vom Faschismus hod des Doaf an italianisiatn Noma ""Camosio"" ghod.","Während der Zeit des Faschismus trug das Dorf den italianisierten Namen ""Camosio"".",5.0,,True,
"Des ""Castello Lampugnani"" is im 15. Joarhundad earicht worn; eahoitn is's jedoch kaum.","Das ""Castello Lampugnani"" wurde im 15. Jahrhundert errichtet; erhalten ist es jedoch kaum.",5.0,,True,
Harleshof is a Ortstei vo da Stod Windischeschenbach im Landkroas Neistodt an da Woidnaab in Bayern.,Harleshof ist ein Ortsteil der Stadt Windischeschenbach im Landkreis Neustadt an der Waldnaab in Bayern.,5.0,,False,
Duach de Gmoa fiahd de Autoroute A9.,Durch die Gemeinde führt die Autoroute A9.,5.0,,False,
De Landesstroß 500 fiaht duachn Ort.,Die Landesstraße 500 führt durch den Ort.,5.0,,False,
"De Dosign haßn eahm aa no ""Tschoppal-Anninger"".","Von den Einheimischen wird er auch als ""Tschapperl-Anninger"" bezeichnet.",3.0,Different details,False,
Serbien richtd se no noch da eingna Gliedarung vo de Vawoitungsbeziake.,Serbien richtet sich noch nach der eigenen Gliederung der Verwaltungsbezirke.,5.0,,False,
"De Nochboagmoana san: Albugnano, Buttigliera d’Asti, Capriglio, Moncucco Torinese, Moriondo Torinese, Passerano Marmorito und Pino d’Asti.","Die Nachbargemeinden sind Albugnano, Buttigliera d’Asti, Capriglio, Moncucco Torinese, Moriondo Torinese, Passerano Marmorito und Pino d’Asti.",5.0,,False,
Vawoitungssiez is da Ort Varangerbotn.,Verwaltungssitz ist der Ort Varangerbotn am Ende des Varangerfjordes.,4.0,The dialect sentence misses details,False,
In Eiropa hod Ope üwa 30.000 Oarbata und is damit oana vo de greßten Autohersteia üwahaupt.,Opel war 1937 mit 130.267 gebauten Fahrzeugen größter Autohersteller Europas und der siebtgrößte weltweit.,3.0,Different details,False,
"Da Nam leidd se vom oid-dänischn ""Båtsted"" hea, wos ""Bootstätte"" bedeidd.","Der Name leitet sich vom alt-dänischen ""Båtsted"" her, das ""Bootstätte"" bedeutet.",5.0,,False,
As Doaf Mömbris sejbsd liegd zentroi im Gmoagebiet zwischn Schimborn und Niedersteinbach on da Stootsstroß 2305 af .,Das Dorf Mömbris liegt zentral im Gemeindegebiet zwischen Schimborn und Niedersteinbach an der Staatsstraße 2305 auf .,4.0,The dialect sentence adds details,False,
Mid da Gebietsreform in Bayern hod de ehemolige Gmoa Pfelling de Eignständigkeit valoan.,Mit der Gebietsreform in Bayern verlor die ehemalige Gemeinde Pfelling die Eigenständigkeit.,5.0,,True,
Metcalfe County is a Beziak im Bundesstoot Kentucky in da USA.,Metcalfe County ist ein County im US-Bundesstaat Kentucky.,5.0,,False,synonym used
Bucha is mid da Haptstod al-Chasab iwa a Gstodstroß (uma32 Kilometa) vabundn.,Bucha ist mit der Hauptstadt al-Chasab über eine Küstenstraße (etwa 32 Kilometer) verbunden.,5.0,,False,
Schau aa'n Artikl: Surselva (ois Landesgengd).,Siehe auch den Artikel Surselva (als Landesgegend).,,,False,both are incomplete
Duach de Gmoa fiahd de friahare Route nationale 152 (heitige D2152).,Durch die Gemeinde führt die frühere Route nationale 152 (heutige D2152).,5.0,,False,
Duach de Gmoa fiahd de friahare Route nationale 152 (heitige D2152).,Durch die Gemeinde führt die frühere Route nationale 152 (heutige D2152).,5.0,,False,
"Sidestli vo Konya, uma 40 km entfeand, bfindd se Çatalhöyük, oane vo de eijdasdn Siedlunga vo da Menschheit.","Südöstlich von Konya, ca. 40 km entfernt, befindet sich Çatalhöyük, eine der ältesten Siedlungen der Menschheit.",5.0,,False,
Duat bfindd se unta ondam aa de Neee Buigarische Universitet.,Dort befindet sich unter anderem auch die Neue Bulgarische Universität.,5.0,,False,
Nevada County is a Beziak im Bundesstoot Arkansas in de USA.,Das Nevada County ist ein County im US-Bundesstaat Arkansas.,5.0,,False,synonym used
"Dea woa'r im Ost'n von ana Eahebung, de wo ""„Armer Sünder Hügel“"" g'hass'n håt.","Dieser stand östlich einer Erhebung, genannt ""Armer Sünder Hügel"" mit der erhalten gebliebenen steinernen Mariensäule, dem alten Räderkreuz.",3.0,The dialect sentence misses details,False,
"Da Speckweiher ghead zamm mid de oliengdn Stijgwassa Eichenberga Weiher, Branderweiher und Schnackenweiher zu oana Weiherkettn.","Der Speckweiher gehört zusammen mit den anliegenden Stillgewässern Eichenberger Weiher, Branderweiher und Schnackenweiher zu einer Weiherkette.",5.0,,False,
"Seit 1898 fiaht de Gmoa an Titl ""Città"" (Stod).","Seit 1898 führt die Sermide den Titel ""Città"" (Stadt).",4.0,,False,different words
"De nechste greßare Stod is mi 205.000 Eihwohna de uma 110 Kilometa noadestli entfeant glenne Hauptstod vo Alabama, Montgomery.","Die nächste größere Stadt ist mit 205.000 Einwohnern die etwa 110 Kilometer nordöstlich entfernt gelegene Hauptstadt Alabamas, Montgomery.",5.0,,False,
Zudem stomma de uaspringlichn Line-ups vo de Punkbands: Pennywise und Black Flag aus Hermosa Beach.,Zudem stammen die ursprünglichen Line-ups der Punkbands Pennywise und Black Flag aus Hermosa Beach.,5.0,,False,
"Nochboagmoana san (vo Noadn ogfonga im Uahzoagasinn): Stadtlauringen, Schonungen, Schweinfurt, Dittelbrunn, Rannungen und Maßbach.","Nachbargemeinden sind (von Norden beginnend im Uhrzeigersinn): Stadtlauringen, Schonungen, Schweinfurt, Dittelbrunn, Rannungen und Maßbach.",5.0,,False,
Wichtigsta Clan vo da Region is Dhulbahante-Subclan vo da Harti-Darod.,"Wichtigster Clan der Region ist Dhulbahante, Subclan der Harti-Darod.",5.0,,False,
Torsö hod a Greß vo uma 62 km2 und zua Gmoa Mariestad.,Torsö hat eine Größe von ca. 62 km2 und gehört zur Gemeinde Mariestad.,,,False,
Da Frammersbacha Ortstei Habichsthal werd fost voiständig vom gmoafreien Gebiet umschlossn.,Der Frammersbacher Ortsteil Habichsthal wird fast vollständig vom gemeindefreien Gebiet umschlossen.,5.0,,False,
"Nochbargemarkunga im Uahzoagasinn im Noadn ofongend san Neustadt, Zimmern, Hafenlohr, Bergrothenfels und da Fürstlich Löwensteinsche Park.","Nachbargemarkungen sind Neustadt, Zimmern, Hafenlohr, Bergrothenfels und der Fürstlich Löwensteinsche Park.",4.0,The dialect sentence adds details,False,
"Da Noma Mittelstreu leit se vom den Ort duachfliaßndn Fluss Streu ob, wejcha da Fränkischen Saale bei Heustreu zuafliaßt.","Der Name Mittelstreu leitet sich vom den Ort durchfließenden Fluss Streu ab, welcher der Fränkischen Saale bei Heustreu zufließt.",5.0,,False,
Im Ort hod bis 2011 da Degen-Weg geendt.,In Heinrichsthal endete bis 2011 der Degen-Weg.,4.0,,True,different words
Da Bohhof Montemiletto liegt sidli vom Ort an da im Personavakeah nimma bedientn Bahnstrecke Avellino–Rocchetta Sant’Antonio.,Der Bahnhof Montemiletto liegt südlich des Ortes an der im Personenverkehr nicht mehr bedienten Bahnstrecke Avellino–Rocchetta Sant’Antonio.,5.0,,False,
Da Kaiserhammer Forst-Ost is a Forstgebiet im Sidn vo Selb.,Der Kaiserhammer Forst-Ost ist ein Forstgebiet im Süden von Selb.,5.0,,False,
As Gengstick za da Kaffzeidung is de Abonnementzeidung.,Das Gegenstück zur Kaufzeitung ist die Abonnementzeitung.,5.0,,False,
